"ID","GENDER","MARITALSTATUS","NUMCHILDREN","ESTINCOME","AGE","MONTHSASCUSTOMER","LOYALTYSCHEME","LASTBILLAMOUNT","AVGMONTHLYSPEND","TOTALSPEND","SUPPORTCALLSYEAR","COMPLAINTSYEAR","COMPLAINTSMONTH","CHURN"
"11207","F","Single","1","62975","23","44","N","49.5","49.5","2178.0","9","2","1","F"
"11209","F","Single","0","3924","18","1","Y","106.4","113.85","113.85","11","0","0","F"
"11211","M","Married","1","53029","52","39","N","119.32","119.32","4653.48","19","2","1","T"
"11212","M","Married","2","82904","24","42","N","140.49","141.68","5950.56","0","0","0","F"
"11214","F","Single","2","159395","20","9","Y","100.66","100.66","905.9399999999999","5","0","0","T"
"11215","M","Single","1","94025","26","85","Y","105.28","105.28","8948.8","0","7","4","T"
"11216","M","Married","0","80731","25","75","N","122.38","122.79","9209.25","0","2","1","T"
"11217","F","Single","1","30210","20","13","Y","62.0","65.47","851.11","4","5","4","T"
"11222","M","Single","0","46414","21","12","Y","83.12","83.12","997.44","0","0","0","F"
"11224","M","Married","0","79797","60","5","N","89.51","89.51","447.55","0","2","0","F"
"11226","M","Single","0","18293","26","11","Y","101.94","102.41","1126.51","0","9","5","T"
"11227","F","Single","0","35271","87","79","Y","85.61","85.94","6789.26","1","2","1","F"
"11231","F","Single","1","73446","20","13","N","47.23","49.03","637.39","4","0","0","F"
"11232","F","Single","1","47099","22","4","Y","87.08","91.09","364.36","1","0","0","F"
"11236","M","Married","0","658974","82","62","N","120.57","121.93","7559.660000000001","10","0","0","F"
"11237","F","Single","1","84055","22","32","Y","109.56","109.56","3505.92","4","5","4","T"
"11239","F","Single","0","8320","29","69","Y","69.32","70.22","4845.18","17","6","4","T"
"11243","M","Married","1","48464","39","23","N","143.39","143.71","3305.3300000000004","2","0","0","F"
"11244","F","Married","0","67837","41","78","N","114.72","115.17","8983.26","2","2","1","F"
"11245","F","Married","3","51298","51","88","N","141.77","142.89","12574.32","0","2","1","F"
"11246","F","Single","0","11721","22","48","Y","87.63","88.59","4252.32","1","0","0","F"
"11248","M","Single","0","16929","27","20","Y","106.07","107.68","2153.6000000000004","2","2","1","F"
"1125","M","Single","0","24883","26","82","Y","80.47","80.57","6606.74","0","2","1","F"
"11250","M","Single","1","17907","28","90","Y","65.27","65.57","5901.299999999999","33","2","1","T"
"11253","F","Married","2","16426","45","78","N","85.8","86.63","6757.139999999999","0","2","1","F"
"11254","F","Single","1","23740","24","29","Y","153.9","154.01","4466.29","0","2","1","F"
"1126","M","Married","0","52964","54","84","N","173.13","174.36","14646.240000000002","7","2","1","F"
"11260","M","Married","2","72096","43","16","N","183.5","184.21","2947.36","0","0","0","F"
"11261","F","Single","9","37379","30","95","N","43.92","43.99","4179.05","1","5","3","F"
"11264","F","Married","2","75963","44","3","N","121.85","132.56","397.68","0","3","2","T"
"11266","M","Single","0","48542","19","9","Y","66.96","68.51","616.59","18","0","0","T"
"11267","F","Single","2","61238","29","30","N","44.17","44.17","1325.1000000000001","2","2","1","F"
"11269","F","Married","0","14083","39","65","N","82.78","82.78","5380.7","0","2","1","F"
"1127","M","Single","0","66405","20","19","Y","101.23","101.5","1928.5","7","2","1","T"
"11270","O","Married","1","79758","24","33","N","89.13","90.58","2989.14","0","5","3","T"
"11271","M","Single","0","28257","23","51","Y","108.05","108.48","5532.4800000000005","0","2","1","F"
"11272","F","Married","0","72293","42","92","N","142.09","142.09","13072.28","1","0","0","F"
"11277","M","Single","0","84900","23","45","Y","107.59","107.71","4846.95","0","2","1","T"
"11279","M","Married","1","146148","28","21","N","83.03","83.82","1760.2199999999998","3","0","0","F"
"1128","M","Single","0","61859","21","19","Y","103.98","103.98","1975.6200000000001","2","4","2","T"
"11280","M","Single","0","31638","22","19","Y","85.23","85.23","1619.3700000000001","2","0","0","F"
"11283","F","Married","0","74490","28","38","N","125.37","125.94","4785.72","2","2","1","T"
"11284","F","Single","0","63346","30","83","Y","103.02","104.07","8637.81","4","2","1","T"
"11285","F","Single","5","76132","28","78","N","49.89","50.09","3907.0200000000004","2","2","1","F"
"11286","F","Single","2","99189","27","57","Y","89.98","90.54","5160.780000000001","1","0","0","F"
"11287","M","Married","2","7132","40","60","N","120.91","121.32","7279.2","0","0","0","F"
"11288","M","Married","1","60726","41","3","N","210.7","210.7","632.0999999999999","4","4","2","T"
"11292","M","Married","1","19371","35","23","N","163.1","164.49","3783.2700000000004","0","0","0","F"
"11295","F","Single","0","2669","21","12","Y","107.9","108.81","1305.72","23","2","1","T"
"11296","M","Married","1","67610","26","75","N","116.04","116.04","8703.0","1","2","1","F"
"11297","M","Married","1","26990","28","24","N","143.54","143.54","3444.96","0","3","2","T"
"11299","M","Single","1","95986","18","9","Y","101.04","101.04","909.36","1","3","2","T"
"1130","M","Single","2","73741","30","120","Y","84.2","84.61","10153.2","2","0","0","F"
"11301","F","Single","0","88097","27","67","N","49.33","49.74","3332.58","22","1","0","T"
"11303","M","Single","2","70874","24","48","Y","108.59","109.43","5252.64","2","4","2","T"
"11304","M","Married","0","13309","36","20","N","177.15","177.6","3552.0","0","6","3","T"
"11305","F","Married","0","85874","43","19","N","174.37","177.95","3381.0499999999997","0","0","0","T"
"11306","M","Married","6","96453","48","113","N","113.98","114.45","12932.85","1","2","1","T"
"11307","F","Single","1","49722","22","44","Y","87.64","87.8","3863.2","3","0","0","F"
"11309","F","Married","0","94875","37","113","N","119.89","119.89","13547.57","0","0","0","F"
"1131","F","Single","1","10924","18","3","Y","61.82","80.91","242.73","2","2","1","F"
"11312","M","Single","0","278730","25","88","N","47.77","47.99","4223.12","44","0","0","T"
"11315","M","Single","0","361812","23","71","N","49.59","50.49","3584.79","20","2","0","T"
"11316","M","Single","0","78284","74","44","Y","80.3","80.3","3533.2","0","0","0","F"
"11318","M","Married","1","68946","45","30","N","147.87","148.37","4451.1","7","1","0","F"
"11326","M","Single","0","51998","22","60","Y","84.38","85.54","5132.400000000001","3","0","0","F"
"1133","F","Married","1","71625","52","2","N","143.4","143.4","286.8","0","1","0","F"
"11330","F","Married","0","41280","35","43","N","80.5","80.79","3473.9700000000003","0","5","3","T"
"11337","M","Single","1","34711","22","49","N","42.28","42.6","2087.4","0","2","1","F"
"11338","F","Married","2","46810","40","69","N","87.23","87.42","6031.9800000000005","0","0","0","F"
"1134","O","Married","0","4327","49","116","N","86.04","86.38","10020.08","0","2","0","F"
"11340","M","Married","1","13635","38","76","N","88.89","89.73","6819.4800000000005","0","0","0","F"
"11342","F","Single","0","97946","28","11","Y","86.97","86.97","956.67","26","0","0","T"
"11344","F","Single","2","74773","23","29","Y","63.92","63.92","1853.68","2","3","2","T"
"11346","F","Single","0","19597","83","64","Y","85.11","85.51","5472.64","11","2","1","F"
"11347","M","Married","2","10003","50","51","N","82.58","83.18","4242.18","0","0","0","F"
"11349","F","Single","0","89574","20","36","Y","85.36","86.97","3130.92","3","0","0","F"
"1135","F","Single","1","18526","29","115","Y","66.61","67.11","7717.65","4","0","0","F"
"11350","M","Married","0","17850","54","48","N","115.83","116.86","5609.28","5","0","0","F"
"11354","M","Married","1","97927","40","117","N","145.96","147.27","17230.59","3","5","4","T"
"11357","M","Single","0","616015","30","25","N","45.68","45.68","1142.0","1","0","0","F"
"11360","F","Married","0","22268","34","91","N","179.47","180.26","16403.66","0","2","1","F"
"11361","M","Married","2","86619","35","97","N","177.88","178.53","17317.41","3","2","1","F"
"11362","F","Married","0","27010","30","69","N","172.99","173.62","11979.78","2","2","1","F"
"11363","M","Married","0","28788","39","78","N","86.41","86.95","6782.1","4","3","2","T"
"11366","F","Single","1","88886","23","15","N","42.12","42.27","634.0500000000001","0","0","0","F"
"11367","F","Married","1","982634","52","27","N","134.2","134.8","3639.6000000000004","0","0","0","F"
"11368","F","Single","1","32458","28","88","Y","62.6","62.78","5524.64","2","2","1","F"
"11369","F","Married","7","25071","36","36","N","122.27","123.56","4448.16","2","2","1","F"
"11370","M","Single","0","77762","22","27","Y","67.07","68.11","1838.97","2","2","1","T"
"11371","M","Single","1","15090","20","8","N","48.39","52.97","423.76","3","0","0","F"
"11372","M","Single","1","762085","24","21","N","47.43","47.43","996.03","6","0","0","F"
"11376","F","Single","1","39155","21","45","N","46.29","46.45","2090.25","4","0","0","F"
"11383","F","Married","0","230214","53","64","N","125.94","127.25","8144.0","1","2","1","F"
"11385","M","Single","0","75652","20","14","Y","66.59","66.59","932.26","0","2","1","T"
"11387","F","Married","0","99990","37","25","N","171.8","175.32","4383.0","5","4","2","T"
"11389","M","Married","0","48051","36","114","N","155.0","155.58","17736.120000000003","11","0","0","T"
"1139","M","Single","2","15448","20","13","Y","109.06","112.63","1464.19","0","4","3","T"
"11390","M","Single","2","3221","18","5","N","45.47","45.47","227.35","57","0","0","T"
"11391","F","Married","0","72716","29","24","N","173.81","174.18","4180.32","4","0","0","F"
"11397","M","Married","2","31134","43","71","N","82.75","82.87","5883.77","0","2","1","F"
"1140","F","Single","0","10467","29","12","Y","81.77","81.77","981.24","4","2","1","F"
"11400","F","Single","0","15597","28","83","Y","69.14","69.45","5764.35","1","2","1","F"
"11401","M","Married","0","56529","37","36","N","120.39","121.87","4387.32","0","4","2","T"
"11402","F","Married","0","396004","30","8","N","114.91","114.91","919.28","1","2","1","F"
"11404","F","Single","0","59841","18","9","Y","84.09","84.09","756.8100000000001","13","0","0","T"
"11405","M","Single","0","94195","28","44","Y","69.2","69.2","3044.8","30","4","2","F"
"11406","M","Single","0","89263","22","6","N","49.33","49.33","295.98","0","2","1","F"
"1141","M","Married","0","908439","30","106","N","121.2","121.66","12895.96","0","0","0","F"
"11410","M","Married","0","53539","25","68","N","110.17","110.31","7501.08","0","0","0","F"
"11412","F","Married","0","25093","81","89","N","85.2","86.64","7710.96","6","3","2","T"
"11413","F","Single","2","40969","18","5","N","76.9","84.48","422.40000000000003","3","0","0","F"
"11415","M","Single","1","72207","26","23","Y","67.14","67.14","1544.22","37","2","1","T"
"11416","M","Married","0","6331","44","89","N","121.8","122.28","10882.92","0","0","0","F"
"11417","F","Married","8","655709","43","59","N","148.02","148.99","8790.41","1","0","0","F"
"11418","F","Single","1","10047","29","68","Y","166.7","166.7","11335.599999999999","2","2","1","F"
"11419","F","Married","0","31540","76","116","N","111.81","111.81","12969.960000000001","0","0","0","F"
"11420","M","Single","0","41184","18","6","Y","104.43","104.43","626.58","0","3","2","T"
"11421","F","Married","0","58161","44","32","N","144.63","144.63","4628.16","0","0","0","F"
"11424","M","Single","0","108337","24","28","N","103.7","105.56","2955.6800000000003","4","0","0","T"
"11425","M","Married","1","84708","24","44","N","117.83","117.95","5189.8","0","0","0","T"
"11426","M","Married","1","58639","37","7","N","176.17","182.03","1274.21","0","0","0","F"
"11429","M","Single","0","37846","85","11","N","43.43","48.24","530.64","26","0","0","T"
"11432","M","Married","2","51463","24","33","N","238.6","239.33","7897.89","0","2","1","F"
"11434","F","Single","1","4717","24","27","Y","110.2","112.25","3030.75","16","2","1","T"
"11435","M","Single","1","571801","29","88","Y","84.11","84.11","7401.68","0","0","0","F"
"11438","F","Married","2","829205","49","33","N","151.9","154.36","5093.88","2","2","1","T"
"1144","M","Single","1","489227","23","42","N","47.41","47.7","2003.4","26","2","1","T"
"11441","F","Single","1","80517","45","13","N","40.06","44.1","573.3000000000001","5","0","0","F"
"11443","F","Married","1","990","50","104","N","147.19","148.47","15440.88","6","2","1","F"
"11448","M","Married","0","75424","37","19","N","172.51","175.23","3329.37","0","2","1","T"
"11449","F","Single","1","49775","22","4","Y","143.1","157.44","629.76","0","0","0","F"
"1145","F","Single","0","49982","28","53","Y","105.25","105.28","5579.84","12","0","0","T"
"11452","M","Married","2","1106","35","56","N","173.18","173.18","9698.08","2","2","1","F"
"11455","F","Single","9","24933","29","25","Y","102.35","102.67","2566.75","0","2","1","F"
"11458","F","Married","2","79243","45","102","N","124.21","124.58","12707.16","4","0","0","F"
"1146","M","Married","1","92740","43","80","N","84.34","84.61","6768.8","0","0","0","T"
"11460","M","Single","0","31339","27","27","N","44.72","45.2","1220.4","23","2","1","T"
"11461","M","Married","1","5417","27","14","N","112.9","112.9","1580.6000000000001","0","2","1","F"
"11463","F","Married","0","47256","25","1","N","120.35","146.12","146.12","0","4","2","T"
"11464","F","Single","1","20439","20","25","Y","107.42","107.42","2685.5","9","3","2","T"
"11466","M","Married","0","68527","24","58","N","111.55","111.94","6492.5199999999995","2","0","0","F"
"11467","F","Single","0","73273","45","58","Y","60.45","61.38","3560.04","1","0","0","T"
"11468","F","Married","2","23419","41","114","N","146.96","148.02","16874.280000000002","0","2","1","F"
"1147","F","Married","0","29105","85","113","N","87.27","87.27","9861.51","10","2","1","F"
"11470","M","Single","1","84737","27","2","N","48.86","58.48","116.96","30","0","0","T"
"11471","M","Married","2","68922","38","93","N","81.84","82.28","7652.04","0","0","0","F"
"11476","F","Married","2","22953","50","115","N","146.3","147.2","16928.0","1","4","2","T"
"11477","F","Married","2","1133","41","53","N","127.37","127.75","6770.75","0","4","2","T"
"1148","F","Married","0","84158","61","22","N","189.1","189.53","4169.66","1","3","2","T"
"11480","F","Married","0","94328","39","25","N","142.12","143.26","3581.5","33","5","3","T"
"11483","M","Married","0","215155","47","73","N","113.83","114.85","8384.05","2","2","1","F"
"11486","M","Married","2","57345","32","101","N","125.96","125.96","12721.96","0","4","3","T"
"11494","M","Married","2","784242","26","94","N","177.88","178.55","16783.7","1","2","1","F"
"11495","F","Single","2","27087","19","21","Y","69.25","69.25","1454.25","43","2","1","T"
"11497","F","Married","1","30368","23","68","N","176.21","177.73","12085.64","0","0","0","F"
"11499","M","Single","1","88020","21","3","Y","82.79","82.79","248.37","4","0","0","F"
"1150","M","Single","0","147052","21","13","N","45.52","48.21","626.73","6","4","2","T"
"11504","F","Single","0","82159","22","4","Y","89.17","89.17","356.68","2","0","0","F"
"11506","F","Single","0","74937","23","35","Y","87.12","87.37","3057.9500000000003","1","2","1","T"
"11507","M","Single","1","13756","30","11","Y","106.97","108.28","1191.08","0","2","1","F"
"11508","M","Single","0","62637","29","101","Y","108.72","109.69","11078.69","66","2","1","T"
"11511","M","Single","0","22061","18","4","N","49.18","49.18","196.72","4","2","1","F"
"11512","M","Single","0","98998","20","19","Y","89.53","89.77","1705.6299999999999","3","1","0","F"
"11513","M","Married","0","16731","51","102","N","164.8","165.45","16875.899999999998","0","2","1","F"
"11516","M","Single","1","17138","82","115","Y","88.82","89.17","10254.550000000001","0","0","0","F"
"11517","F","Married","0","3374","33","69","N","116.24","117.26","8090.9400000000005","3","2","1","F"
"11518","F","Married","0","76660","34","52","N","81.93","82.74","4302.48","1","0","0","F"
"11519","M","Married","1","178959","48","43","N","120.85","121.06","5205.58","0","2","0","F"
"1152","F","Single","1","99477","21","9","Y","89.57","90.96","818.64","28","0","0","T"
"11521","M","Married","2","23566","25","2","N","148.8","148.8","297.6","3","2","1","F"
"11522","F","Married","0","31213","25","84","N","143.36","144.0","12096.0","2","0","0","F"
"11523","M","Married","0","8454","59","102","N","113.81","114.33","11661.66","2","0","0","F"
"11525","F","Married","0","26252","50","8","N","83.93","83.93","671.44","0","2","1","F"
"11526","F","Single","1","34693","30","88","Y","89.6","89.6","7884.799999999999","2","2","1","F"
"11527","F","Single","2","79759","28","66","Y","84.4","84.68","5588.88","18","0","0","T"
"11535","M","Married","0","69114","85","5","N","129.54","129.54","647.6999999999999","33","0","0","T"
"11536","M","Married","2","18174","24","37","N","179.17","179.17","6629.29","2","0","0","F"
"11538","F","Single","0","88592","27","84","Y","107.98","108.49","9113.16","15","8","5","T"
"11539","M","Married","0","12601","52","87","N","87.51","88.1","7664.7","4","0","0","F"
"1154","F","Married","1","50747","26","55","N","89.67","91.4","5027.0","4","0","0","F"
"11540","F","Single","1","167868","24","29","Y","68.62","69.55","2016.9499999999998","24","0","0","T"
"11541","F","Married","0","33235","27","111","N","170.47","171.09","18990.99","2","0","0","F"
"11542","M","Single","0","51665","21","13","Y","84.96","85.29","1108.77","0","0","0","F"
"11543","F","Married","1","36111","31","25","N","172.44","175.96","4399.0","23","9","5","T"
"11546","F","Married","2","28685","28","80","N","178.71","178.71","14296.800000000001","8","3","2","T"
"11552","M","Single","2","65577","25","9","Y","85.91","85.91","773.1899999999999","0","2","1","F"
"11553","M","Married","1","8919","49","42","N","86.73","87.46","3673.3199999999997","4","2","1","F"
"11556","F","Married","1","94287","24","4","N","143.96","143.96","575.84","0","0","0","T"
"11557","F","Single","2","8347","20","27","Y","85.63","85.95","2320.65","14","2","1","T"
"11558","F","Married","1","5457","24","56","N","145.03","146.09","8181.04","0","4","2","T"
"11561","M","Married","0","30969","46","114","N","126.34","127.45","14529.300000000001","5","5","3","T"
"11562","M","Married","0","56333","23","63","N","145.52","145.84","9187.92","1","0","0","F"
"11565","F","Married","1","42036","25","69","N","268.3","271.03","18701.07","3","2","1","F"
"11566","M","Married","1","21622","34","108","N","117.45","118.49","12796.92","44","2","1","T"
"11568","F","Single","0","30705","20","24","N","48.13","48.18","1156.32","1","2","1","F"
"11569","M","Single","1","81308","28","68","Y","85.76","86.21","5862.28","20","0","0","T"
"11571","F","Married","1","91020","28","112","N","173.53","173.53","19435.36","4","3","2","T"
"11572","F","Married","0","57421","53","10","N","127.73","127.73","1277.3","0","0","0","F"
"11578","F","Single","1","39864","29","22","Y","63.15","63.3","1392.6","18","0","0","T"
"11582","F","Married","0","31206","35","9","N","123.44","123.44","1110.96","0","2","1","F"
"11583","F","Single","0","215241","27","107","N","43.04","43.21","4623.47","22","0","0","T"
"11584","M","Single","3","99604","24","71","Y","61.57","61.66","4377.86","8","0","0","F"
"11585","F","Single","0","40469","22","18","N","46.63","46.63","839.34","0","2","1","F"
"11587","F","Married","0","64096","25","37","N","86.74","87.45","3235.65","12","2","1","T"
"11588","F","Married","1","7665","36","65","N","128.75","128.95","8381.75","0","2","1","F"
"11589","F","Single","0","40960","18","10","Y","63.66","63.66","636.5999999999999","3","3","2","T"
"11590","F","Single","0","8","25","58","Y","84.61","85.63","4966.54","1","0","0","F"
"11592","F","Single","1","49822","21","35","N","41.94","41.94","1467.8999999999999","7","3","2","T"
"11594","F","Single","0","84409","61","55","Y","102.45","102.96","5662.799999999999","29","4","2","T"
"11595","M","Single","0","46097","25","64","N","48.16","48.16","3082.24","4","0","0","F"
"11597","F","Single","1","8287","25","77","Y","68.21","68.82","5299.139999999999","3","4","2","T"
"11599","M","Single","2","404606","20","9","Y","87.07","87.07","783.6299999999999","3","4","2","F"
"11600","F","Married","1","42287","30","40","N","128.12","128.12","5124.8","0","2","1","F"
"11601","M","Single","1","86904","23","30","Y","103.62","103.96","3118.7999999999997","0","2","1","T"
"11602","M","Married","7","12538","36","26","N","89.71","89.71","2332.46","0","6","3","T"
"11605","M","Single","0","84413","20","24","Y","189.5","191.06","4585.4400000000005","0","4","2","T"
"11607","M","Single","0","39338","24","47","Y","61.93","62.13","2920.11","4","0","0","F"
"11609","F","Married","0","81374","29","90","N","178.0","178.85","16096.5","1","3","2","F"
"1161","M","Single","0","6909","23","42","Y","88.66","88.66","3723.72","0","0","0","F"
"11611","M","Single","0","23307","21","23","Y","88.7","89.09","2049.07","1","2","1","F"
"11613","M","Married","0","72791","28","36","N","142.59","144.65","5207.400000000001","2","4","2","T"
"11614","O","Single","2","39719","26","32","Y","87.64","88.06","2817.92","0","2","1","F"
"11615","M","Married","0","46464","53","14","N","118.96","122.9","1720.6000000000001","0","0","0","F"
"11617","M","Married","1","70394","68","56","N","122.35","122.5","6860.0","2","0","0","F"
"11618","M","Married","1","94016","34","109","N","172.7","172.7","18824.3","0","2","1","F"
"11621","F","Single","2","18058","20","4","Y","103.62","115.23","460.92","1","0","0","F"
"11624","F","Single","0","27451","18","10","Y","107.07","108.29","1082.9","0","6","4","F"
"11625","F","Single","1","11498","20","20","Y","68.97","70.58","1411.6","7","2","1","F"
"1163","M","Married","1","689","29","112","N","83.6","83.6","9363.199999999999","0","0","0","F"
"11630","F","Married","0","547","24","74","N","148.09","148.09","10958.66","0","0","0","F"
"11632","F","Single","0","85001","29","37","N","123.6","124.32","4599.84","6","0","0","F"
"11634","F","Single","1","42879","29","36","Y","109.02","109.02","3924.72","13","0","0","T"
"11635","F","Married","2","88977","50","29","N","218.0","219.31","6359.99","0","0","0","F"
"11636","M","Single","0","62179","26","88","Y","102.82","102.82","9048.16","1","4","3","T"
"11638","M","Married","0","68909","33","68","N","117.06","117.5","7990.0","0","2","1","T"
"1164","F","Married","8","313893","26","50","N","121.89","122.26","6113.0","0","4","2","T"
"11640","F","Married","2","72448","29","93","N","179.97","180.65","16800.45","29","3","2","T"
"11641","M","Married","0","97745","46","53","N","129.24","129.73","6875.69","2","0","0","F"
"11647","M","Single","0","35426","27","61","Y","103.33","103.67","6323.87","1","0","0","F"
"11650","M","Single","1","26824","23","40","N","40.3","40.3","1612.0","7","2","1","F"
"11652","F","Single","1","74160","29","108","Y","86.28","86.6","9352.8","12","2","1","T"
"11654","F","Single","1","4314","22","44","Y","87.28","87.28","3840.32","9","1","0","F"
"11655","F","Married","1","38555","39","51","N","171.88","172.05","8774.550000000001","2","2","1","F"
"11657","F","Married","0","66619","29","108","N","110.91","112.18","12115.44","2","2","1","F"
"11659","M","Married","0","993962","37","68","N","83.09","83.85","5701.799999999999","3","3","2","T"
"11662","M","Single","1","80327","20","11","Y","100.5","100.5","1105.5","4","4","2","T"
"11663","F","Married","1","83803","34","77","N","144.03","144.41","11119.57","0","2","1","T"
"11665","M","Single","0","920498","20","33","Y","104.13","105.0","3465.0","4","4","2","T"
"11669","M","Single","2","88779","20","26","Y","66.09","66.09","1718.3400000000001","0","0","0","F"
"1167","F","Single","1","339556","22","50","Y","103.85","104.86","5243.0","12","0","0","T"
"11670","F","Married","0","65231","52","73","N","174.45","174.45","12734.849999999999","4","0","0","F"
"11674","F","Single","0","78456","25","7","Y","89.96","95.27","666.89","2","0","0","F"
"11675","F","Single","1","39453","22","47","Y","88.32","88.32","4151.04","15","2","0","T"
"11676","M","Married","9","50101","31","69","N","117.53","118.56","8180.64","29","7","5","T"
"11678","F","Married","1","662","36","86","N","180.0","180.63","15534.18","1","2","1","F"
"11681","M","Married","1","786363","69","36","N","117.98","118.97","4282.92","25","0","0","T"
"11687","M","Married","5","32371","48","60","N","148.73","149.13","8947.8","0","0","0","F"
"1169","F","Married","8","44796","35","2","N","145.64","145.64","291.28","5","2","1","F"
"11693","M","Married","2","14611","33","42","N","121.53","121.53","5104.26","3","0","0","F"
"11694","F","Single","0","408354","29","79","Y","108.98","109.61","8659.19","9","2","1","T"
"11696","F","Married","0","14408","37","36","N","143.47","144.1","5187.599999999999","0","2","1","F"
"11698","M","Single","0","86716","18","9","N","44.98","44.98","404.82","15","0","0","T"
"1170","F","Single","0","47155","36","81","Y","159.9","160.5","13000.5","2","2","1","F"
"11700","M","Married","2","87136","46","115","N","83.38","83.71","9626.65","4","0","0","F"
"11704","M","Single","1","35082","22","25","Y","129.3","129.56","3239.0","0","2","1","F"
"11705","F","Single","0","29356","21","40","Y","83.41","83.41","3336.3999999999996","2","0","0","F"
"1171","F","Married","0","3429","32","85","N","82.92","83.48","7095.8","2","0","0","F"
"11714","F","Single","1","83402","25","30","Y","105.12","105.58","3167.4","1","5","4","T"
"11715","F","Married","0","22703","28","31","N","116.81","118.2","3664.2000000000003","1","2","1","F"
"11716","M","Married","0","72389","49","99","N","171.92","172.01","17028.989999999998","32","6","3","T"
"11718","F","Married","0","77373","32","88","N","122.54","122.61","10789.68","4","0","0","F"
"1172","F","Married","0","53137","84","78","N","116.16","116.31","9072.18","1","0","0","F"
"11720","F","Single","1","79616","29","60","Y","101.37","101.37","6082.200000000001","3","4","2","T"
"11722","F","Married","1","24780","28","101","N","123.93","124.43","12567.43","0","2","1","F"
"11724","M","Single","0","16308","26","73","Y","81.24","81.33","5937.09","2","2","1","F"
"11725","F","Married","2","494125","34","58","N","111.26","111.3","6455.4","0","1","0","F"
"11727","F","Married","0","85701","40","88","N","187.9","188.65","16601.2","1","2","1","F"
"11735","F","Married","1","87077","48","51","N","126.13","128.33","6544.830000000001","38","4","2","T"
"11737","M","Married","0","15805","39","19","N","121.3","121.52","2308.88","4","3","2","T"
"11738","M","Single","0","95937","59","86","Y","100.66","100.66","8656.76","0","0","0","T"
"11739","M","Single","0","62099","20","27","Y","109.54","110.07","2971.89","0","4","2","T"
"11740","F","Married","1","90273","23","25","N","120.83","123.2","3080.0","1","2","1","F"
"11742","M","Married","2","34425","52","61","N","128.84","129.19","7880.59","2","0","0","F"
"11743","M","Single","1","91015","28","83","Y","108.18","108.75","9026.25","0","4","2","T"
"11744","F","Married","2","20648","32","87","N","83.79","83.94","7302.78","0","2","1","F"
"11746","M","Married","0","58837","53","55","N","129.89","130.16","7158.8","0","0","0","F"
"11749","M","Single","1","88462","25","69","Y","80.19","80.49","5553.8099999999995","0","2","1","F"
"1175","M","Single","0","6899","18","8","Y","61.82","61.82","494.56","10","2","1","F"
"11753","F","Single","1","29317","46","91","Y","69.79","70.41","6407.3099999999995","10","2","1","F"
"11754","F","Married","7","86974","49","48","N","127.31","128.05","6146.400000000001","0","0","0","F"
"11758","M","Married","0","41789","36","8","N","81.1","85.13","681.04","0","0","0","F"
"11759","F","Married","2","238895","35","49","N","114.88","114.88","5629.12","4","0","0","F"
"11760","M","Single","0","136148","28","112","Y","105.01","105.01","11761.12","0","7","5","T"
"11763","M","Married","1","95586","49","33","N","146.49","146.94","4849.0199999999995","0","2","0","F"
"11767","M","Married","2","73520","47","59","N","83.9","84.05","4958.95","2","3","2","T"
"11769","M","Married","1","56256","32","30","N","85.94","85.94","2578.2","2","2","1","F"
"1177","M","Married","2","43189","42","51","N","192.9","193.66","9876.66","4","2","1","F"
"11770","M","Married","4","77681","37","28","N","143.78","144.04","4033.12","1","0","0","F"
"11772","M","Single","2","97226","20","23","Y","108.33","110.26","2535.98","0","5","3","T"
"11776","M","Single","0","39124","18","9","N","44.44","45.6","410.40000000000003","5","8","5","T"
"11777","F","Married","1","27980","47","87","N","119.71","120.64","10495.68","0","2","1","F"
"11780","M","Single","2","55301","18","3","Y","104.02","104.02","312.06","0","6","3","F"
"11781","M","Married","1","15082","40","87","N","111.49","112.04","9747.480000000001","0","2","1","F"
"11783","M","Single","0","64146","18","1","Y","106.97","113.63","113.63","0","0","0","F"
"11786","M","Married","0","45386","28","109","N","127.71","128.05","13957.45","3","2","1","F"
"11787","M","Married","0","32776","30","48","N","178.01","178.77","8580.960000000001","2","2","1","F"
"11789","F","Single","0","35234","23","66","Y","108.57","109.87","7251.42","7","2","1","F"
"1179","M","Married","0","61236","27","58","N","172.66","172.98","10032.84","0","0","0","F"
"11791","M","Single","0","25045","18","2","Y","84.38","87.78","175.56","0","2","1","F"
"11798","M","Married","0","19420","46","17","N","121.7","122.06","2075.02","0","0","0","F"
"11800","M","Single","1","81248","27","1","N","48.43","92.95","92.95","0","2","1","T"
"11801","F","Married","0","64464","54","118","N","84.66","84.66","9989.88","2","0","0","F"
"11805","F","Married","5","40031","43","104","N","81.91","82.62","8592.48","20","2","1","T"
"11806","F","Married","2","33327","46","93","N","177.74","178.03","16556.79","0","2","1","F"
"1181","F","Married","0","77826","50","9","N","149.99","149.99","1349.91","3","0","0","F"
"11811","M","Single","1","638790","30","15","Y","104.26","105.72","1585.8","0","0","0","F"
"11813","M","Single","0","17856","18","12","Y","102.88","102.88","1234.56","0","0","0","F"
"11814","M","Married","2","75721","23","63","N","230.3","231.22","14566.86","0","2","1","F"
"11817","F","Married","2","22359","34","11","N","81.55","81.55","897.05","10","3","2","T"
"11819","F","Single","0","66799","24","27","Y","164.5","166.48","4494.96","4","0","0","F"
"1182","F","Single","1","16208","27","78","Y","103.5","104.43","8145.540000000001","19","0","0","T"
