ID,GENDER,MARITALSTATUS,NUMCHILDREN,ESTINCOME,CAROWNER,AGE,MONTHSASCUSTOMER,LOYALTYSCHEME,LASTBILLAMOUNT,AVGMONTHLYSPEND
3957,F,Married,0,55450,Y,54,38,N,178.86,179.95
3988,F,Single,0,94075,N,23,6,N,47.35,47.35
4008,M,Single,2,97807,N,24,38,Y,60.38,61.85
4024,M,Single,1,40169,N,25,48,Y,84.29,85.43
4030,F,Single,0,47954,Y,27,73,Y,69.89,69.89
4083,M,Single,1,6642,Y,27,89,Y,68.86,69.32
4092,M,Married,0,59507,Y,33,83,N,122.94,123.98
4130,M,Single,1,69096,N,27,90,Y,68.95,69.68
4167,F,Married,1,13262,N,42,60,N,172.63,173.46
4206,M,Married,1,63334,Y,41,21,N,176.73,177.69
4216,M,Single,2,4557,Y,20,24,Y,89.86,90.29
4226,M,Married,0,7827,Y,51,71,N,172.28,173.01
4227,M,Single,0,78195,Y,19,14,N,48.03,48.03
4276,F,Single,0,82452,Y,28,70,Y,109.95,110.51
4390,F,Married,2,452583,Y,26,93,N,80.94,81.7
4393,F,Single,0,99362,N,18,1,Y,85.91,133.97
4427,M,Married,1,35191,Y,46,101,N,126.1,126.42
4452,M,Single,1,21321,Y,30,102,Y,108.09,108.36
4478,M,Married,0,88893,Y,23,36,N,141.73,142.13
4483,F,Married,1,85194,N,30,34,N,127.91,128.74
4499,F,Married,0,167,Y,33,19,N,122.44,124.63
4511,M,Single,0,73756,Y,19,1,Y,152,152
4548,F,Married,8,86618,Y,41,87,N,172.81,173.41
4623,M,Single,0,93447,N,26,80,Y,87.47,88.57
4651,M,Single,1,33542,Y,19,8,Y,100.67,107.18
4658,F,Single,0,19377,Y,31,44,Y,81.77,82.43
4681,M,Married,7,23899,Y,40,109,N,171.21,173.22
4739,M,Married,0,78544,Y,47,17,N,263.7,267.03
4785,M,Married,0,41471,Y,29,108,N,178.09,178.59
4813,F,Single,0,88213,Y,25,52,Y,89.95,90.3
4819,M,Married,0,10843,Y,39,33,N,140.26,141.33
4830,M,Married,0,53437,Y,42,116,N,86,86.5
4852,F,Married,1,66407,Y,48,34,N,115.69,115.69
4896,M,Single,0,99316,Y,24,58,N,43.02,43.99
4909,F,Single,0,5048,Y,19,24,Y,83.18,83.36
4941,M,Single,0,563885,N,23,15,Y,103.41,103.76
4988,M,Married,1,355911,N,33,72,N,128.07,128.52
5008,F,Single,3,46075,N,26,64,Y,87.63,88.39
5037,M,Married,0,79186,Y,32,115,N,121,121
5073,F,Married,2,10545,Y,44,38,N,83.95,85.49
5130,F,Married,2,14349,Y,28,39,N,81.04,83.1
5200,F,Single,0,3930,Y,29,26,Y,150.9,151.2
5246,F,Single,0,47554,Y,19,18,Y,80.7,80.7
5249,F,Single,0,86407,Y,69,62,Y,125.4,125.4
5297,F,Married,2,34519,Y,38,11,N,116.07,116.6
5445,F,Single,1,31941,N,24,32,Y,81.66,83.61
5475,M,Single,0,39663,Y,20,29,Y,105.88,106.59
5528,M,Single,1,57757,N,19,10,Y,60.28,60.28
5556,M,Married,1,774200,N,52,105,N,122.9,123.37
5575,M,Single,0,41642,Y,20,33,Y,63.96,64.06
5611,F,Single,1,49755,N,21,42,Y,179.6,181.03
5650,M,Married,0,35355,Y,26,68,N,143.25,144.02
5651,M,Single,1,25495,Y,22,59,Y,87.89,88.19
5684,F,Single,0,426921,Y,21,10,N,45.65,45.65
5687,F,Married,2,77998,Y,33,91,N,115.21,115.21
5709,M,Married,2,787330,Y,29,111,N,113.64,114.9
5768,F,Married,0,755497,Y,67,46,N,123.59,123.59
5839,F,Married,0,37070,N,28,11,N,176.49,176.49
5938,M,Single,0,272,N,23,69,Y,63.29,63.52
5939,M,Married,1,84795,Y,36,44,N,118.11,120.29
5947,F,Married,0,40388,Y,24,67,N,114.6,114.88
5983,M,Married,0,27154,N,51,24,N,173.9,174.27
6000,M,Single,1,13599,Y,19,12,Y,66.64,66.64
6012,M,Single,1,46116,Y,27,4,Y,107.99,107.99
6023,F,Single,1,77969,Y,21,3,Y,81.19,81.19
6106,F,Single,0,45437,N,19,2,Y,83.12,83.12
6130,M,Single,0,97230,Y,25,78,Y,81.15,81.47
6142,M,Married,0,47348,Y,43,90,N,88.73,88.96
6143,F,Married,3,11637,Y,38,64,N,172.74,173.42
6181,F,Married,0,10855,N,27,95,N,119.73,120.08
6183,M,Married,1,541102,Y,27,38,N,141.22,141.78
6208,M,Married,0,72748,Y,53,108,N,172,172
6257,M,Married,2,62691,Y,45,101,N,129.56,129.96
6276,M,Single,0,312123,Y,25,64,Y,89.09,90.25
6282,F,Single,1,9376,N,25,74,Y,107.2,107.2
6290,F,Married,0,9279,Y,31,34,N,117.51,117.86
6337,F,Single,1,92648,N,18,8,N,42.66,42.66
6342,F,Single,0,97859,Y,18,2,N,48.42,48.42
6371,F,Married,0,66577,N,39,75,N,124.08,124.7
6492,M,Single,1,90982,Y,22,8,Y,80.99,80.99
6494,F,Married,0,81861,Y,42,34,N,110.81,110.81
6608,F,Married,0,25551,N,77,1,N,81.9,113.94
6618,M,Married,2,9516,Y,45,92,N,129.41,129.41
6631,M,Married,0,77799,Y,54,88,N,126.41,126.47
6680,F,Single,2,531376,Y,18,4,Y,87.19,94.27
6703,F,Single,0,36127,N,26,37,Y,86.45,86.45
6732,M,Married,0,42159,Y,37,31,N,113.72,114.57
6754,F,Married,2,22750,Y,39,45,N,116.27,117.12
6784,F,Single,2,63922,Y,23,55,Y,105.57,105.96
6829,M,Single,0,51698,Y,20,13,Y,62.07,62.07
6910,M,Single,2,57382,N,24,19,N,48.28,50.27
6920,F,Married,1,11099,Y,53,41,N,80.45,81.02
6927,F,Single,0,64866,N,18,3,N,42.54,42.54
6945,F,Single,2,19647,Y,19,8,Y,83.12,84.42
6994,F,Single,1,25663,Y,29,61,Y,62.04,62.68
7090,M,Married,1,26281,N,48,102,N,171.31,172.23
7100,M,Single,1,73393,Y,21,2,Y,87.73,91.08
7120,M,Married,0,84655,Y,24,24,N,111.53,112.4
7124,F,Married,1,55291,Y,28,31,N,179.87,180.06
7154,M,Married,0,407940,Y,61,120,N,86.92,87.6
7239,F,Single,0,98439,Y,20,35,Y,89.92,91.07
7240,M,Single,0,57888,N,23,52,N,47.34,47.34
7242,F,Single,1,97690,Y,18,6,Y,100.22,106.13
7266,F,Single,1,4686,Y,18,6,Y,100.54,100.54
7363,M,Single,2,39181,Y,21,3,Y,142.1,158.61
7427,F,Married,0,18444,Y,54,93,N,177.26,177.35
7440,M,Single,1,10195,Y,29,84,N,40.56,41.15
7471,M,Married,0,74937,N,61,65,N,128.88,128.88
7478,F,Single,0,22749,Y,24,56,N,44.97,45.1
7514,F,Married,1,60047,Y,28,26,N,186.4,186.76
7562,F,Married,2,111772,N,26,103,N,124.32,124.81
7585,F,Single,0,14095,Y,21,43,Y,60.93,62.37
7652,M,Single,0,793,Y,28,84,Y,85.59,85.65
7669,F,Single,1,93655,N,24,25,Y,82.58,84.64
7680,F,Married,1,46554,Y,51,2,N,179.88,192.88
7754,F,Married,0,69377,Y,35,104,N,140.28,141.5
7769,F,Married,1,58182,N,42,44,N,121.45,121.45
7772,F,Married,0,502847,N,35,113,N,117.93,118.6
7806,M,Married,1,76469,Y,44,81,N,176.59,177.25
7820,M,Married,1,83638,N,44,80,N,142.03,142.69
7896,F,Single,1,93513,Y,27,95,N,43.94,44.65
7942,F,Single,0,65126,Y,29,33,Y,85.99,86.26
7979,F,Married,1,72498,N,51,4,N,122.37,127.94
8037,F,Married,2,74262,N,29,90,N,159.5,160.04
8055,F,Single,0,993623,Y,28,66,N,47.89,48.24
8057,F,Married,1,66000,Y,51,7,N,177.24,177.56
8114,F,Single,0,960720,Y,27,81,Y,67.58,68.17
8139,F,Married,9,91702,N,35,69,N,86.61,86.61
8161,F,Single,2,15505,Y,23,50,Y,109.06,109.06
8236,M,Single,0,30799,Y,23,6,Y,67.11,71.95
8257,M,Married,0,78738,N,31,78,N,110.29,110.72
8263,F,Married,0,18185,Y,30,100,N,177.46,178.97
8291,F,Single,0,60984,Y,26,80,Y,68.69,68.69
8297,F,Single,0,40534,Y,20,21,Y,63.31,64.86
8366,M,Single,1,30249,N,24,67,Y,102.7,102.93
8409,M,Single,2,59134,Y,29,93,Y,100.6,100.82
8469,M,Single,1,5824,Y,28,115,Y,64.81,65.54
8470,F,Married,0,33091,N,28,1,N,140.23,166.29
8475,F,Married,2,80822,N,34,38,N,145.84,146.42
8501,M,Married,1,77373,Y,30,48,N,118.06,118.31
8522,F,Single,0,97337,Y,27,117,Y,60.62,60.62
8529,M,Married,0,54192,Y,47,49,N,110.42,110.54
8555,M,Single,0,69729,Y,27,68,Y,104.05,104.44
8583,M,Married,2,48862,N,52,34,N,121.67,121.67
8598,M,Married,1,16202,Y,36,39,N,117.04,117.62
8623,F,Married,1,83349,Y,43,119,N,127.25,128.62
8667,M,Married,0,27570,Y,42,62,N,177.18,178.06
8677,F,Single,1,811498,Y,29,66,Y,108.59,109.79
8720,M,Married,0,56016,Y,69,113,N,175.49,175.49
8731,M,Single,0,17206,Y,20,5,Y,102.98,102.98
8776,F,Single,0,99639,Y,19,21,Y,106.2,106.2
8780,F,Married,0,62928,Y,51,38,N,173.19,173.19
8792,F,Single,1,15897,N,18,12,N,49.64,49.64
8835,M,Single,0,173291,Y,30,113,Y,84.87,85.21
8838,F,Single,0,29486,N,22,51,Y,109.07,109.5
8881,F,Single,1,559495,Y,18,4,Y,89.7,89.7
8926,F,Married,0,64030,Y,42,56,N,149.49,149.72
8928,F,Single,0,29930,Y,21,25,N,41.84,43.68
8934,F,Single,0,76231,Y,20,30,Y,65.58,66.85
8948,F,Married,1,55194,N,23,41,N,82.02,82.39
9012,M,Single,1,410335,Y,28,21,N,42.39,42.39
9018,M,Single,0,47612,Y,22,52,N,49.51,49.51
9037,M,Single,2,33706,N,37,100,Y,60.35,60.57
9049,M,Single,0,1976,Y,18,6,Y,108.43,116.42
9089,F,Single,0,742127,Y,32,19,Y,66.4,66.58
9116,F,Married,0,86155,Y,72,57,N,138.7,140.06
9124,F,Single,0,52175,Y,18,9,Y,82.08,82.08
9173,F,Single,0,57428,Y,27,86,Y,108.88,109.89
9256,M,Single,0,92942,Y,26,34,Y,83.92,83.92
9283,F,Single,0,61981,N,19,21,Y,69.48,69.65
9333,M,Married,1,72550,Y,46,26,N,175.67,177.08
9432,F,Married,1,57482,Y,23,33,N,171.54,171.54
9482,F,Married,1,11060,Y,41,34,N,172.77,172.77
9494,M,Married,0,795996,Y,75,57,N,142.69,143.07
9497,F,Married,0,30271,Y,48,44,N,85.51,85.95
9505,M,Married,0,90220,Y,38,82,N,120.4,120.93
9512,F,Married,1,98099,N,32,54,N,117.71,118.15
9518,F,Single,2,53115,Y,27,71,N,40.46,40.75
9527,F,Single,1,749,Y,19,11,Y,67.93,72.17
9555,F,Single,2,59641,Y,24,68,Y,66.41,66.99
9582,F,Single,1,35166,Y,27,104,Y,104.53,105.18
9690,F,Single,0,20308,Y,21,8,Y,103.69,107.08
9769,F,Married,2,31633,Y,24,75,N,199.2,200.65
9818,F,Single,1,52310,Y,28,37,Y,61.15,62.06
9912,M,Married,2,34550,Y,43,70,N,102.8,104.29
9939,M,Single,0,54919,Y,28,62,Y,68.56,69.68
9947,F,Married,0,42757,Y,34,1,N,121.73,146.26
9982,M,Married,1,58275,Y,44,104,N,203.1,203.33
9988,M,Single,0,320179,N,30,108,Y,87.07,87.4
10050,M,Single,1,51926,N,26,16,Y,81.34,85.22
10053,M,Single,1,62033,N,30,68,Y,100.66,102.32
10068,M,Single,2,68112,Y,20,30,Y,84.4,84.81
10079,M,Single,0,89246,N,29,105,Y,67.63,67.89
10151,F,Married,1,3829,Y,48,73,N,129.06,129.42
10259,M,Married,1,38067,Y,52,25,N,171.69,172.55
10271,M,Single,1,519248,Y,22,58,Y,108.08,108.77
10282,F,Married,0,87310,Y,35,31,N,87.13,87.13
1033,F,Single,0,35474,Y,20,5,Y,102.21,102.21
10380,M,Married,0,90978,Y,40,52,N,110.73,111.16
10382,M,Single,1,66375,Y,29,85,Y,62.03,62.49
10440,M,Single,1,40483,Y,93,89,Y,60.54,61.41
10450,F,Single,1,20492,Y,24,83,Y,86.27,86.27
10465,F,Single,1,25896,Y,25,64,Y,67.2,68.17
10467,M,Married,0,566309,N,43,114,N,175.74,177.29
10530,M,Married,1,38847,Y,53,7,N,89.13,89.13
10539,F,Married,0,57275,Y,49,7,N,128,128
10550,F,Married,0,996025,Y,33,120,N,174.49,174.58
10577,M,Married,1,52037,N,25,83,N,110.46,110.46
10611,M,Single,0,43917,Y,28,65,Y,82.39,82.52
10639,F,Single,0,20181,Y,26,6,Y,106.26,106.26
10661,M,Married,1,339745,N,53,97,N,144.63,146.08
10668,F,Married,0,43598,Y,29,22,N,122.53,123.37
10684,M,Married,3,85655,N,43,36,N,163.6,163.6
10702,F,Single,1,37035,Y,25,38,Y,104.62,104.62
1072,F,Single,1,406234,Y,19,12,Y,61.6,61.84
10765,M,Single,1,60478,Y,23,19,Y,66.8,69.09
10783,M,Single,0,757902,Y,29,16,N,42.97,43.11
10874,F,Single,0,47303,Y,26,48,N,46.06,46.06
10884,M,Single,0,56732,Y,25,26,Y,67.22,67.76
10942,F,Single,0,66816,N,23,30,N,43.09,44.27
10970,F,Married,1,35301,Y,38,92,N,86.45,87.26
10971,M,Married,2,98006,N,30,84,N,173.65,174.36
10990,M,Single,0,508900,Y,30,102,Y,107.34,107.76
11002,M,Single,0,42738,N,24,84,Y,66.97,66.97
11129,M,Single,0,63988,N,21,27,Y,89.1,89.1
11139,F,Single,1,97387,N,19,24,N,46.02,46.12
11180,F,Married,0,71889,N,44,9,N,145.4,148.47
11184,F,Single,0,99995,Y,21,24,N,43.53,43.96
1119,F,Single,1,63994,Y,25,48,Y,82.36,82.72
11191,M,Single,1,59802,Y,28,62,Y,102.51,102.68
11201,F,Single,0,87873,Y,25,81,Y,84.22,84.22
11211,M,Married,1,53029,Y,52,39,N,119.32,119.32
11272,F,Married,0,72293,N,42,92,N,142.09,142.09
1130,M,Single,2,73741,Y,30,120,Y,84.2,84.61
11305,F,Married,0,85874,Y,43,19,N,174.37,177.95
11349,F,Single,0,89574,N,20,36,Y,85.36,86.97
11371,M,Single,1,15090,Y,20,8,N,48.39,52.97
11400,F,Single,0,15597,Y,28,83,Y,69.14,69.45
11416,M,Married,0,6331,Y,44,89,N,121.8,122.28
11539,M,Married,0,12601,Y,52,87,N,87.51,88.1
11587,F,Married,0,64096,N,25,37,N,86.74,87.45
11611,M,Single,0,23307,Y,21,23,Y,88.7,89.09
11634,F,Single,1,42879,Y,29,36,Y,109.02,109.02
11698,M,Single,0,86716,Y,18,9,N,44.98,44.98
11759,F,Married,2,238895,Y,35,49,N,114.88,114.88
11781,M,Married,1,15082,Y,40,87,N,111.49,112.04
11791,M,Single,0,25045,Y,18,2,Y,84.38,87.78
11820,F,Married,1,44800,Y,36,32,N,143.74,143.86
11841,F,Single,1,18175,Y,20,8,Y,69.27,69.41
11847,M,Single,1,5599,Y,22,56,N,49.08,50.12
11862,F,Single,0,20108,Y,18,5,N,99,105.03
11974,M,Single,2,48434,Y,24,65,Y,65.37,65.43
1204,F,Single,0,887183,N,67,6,Y,107.54,111.01
1240,M,Single,0,57729,Y,21,18,Y,80.01,81.95
1277,F,Single,0,42946,Y,25,26,N,40.26,41.46
1279,M,Single,0,18643,N,22,55,N,42.5,42.5
1297,M,Single,1,58017,Y,27,42,Y,68.46,69.12
1356,M,Married,0,6142,Y,51,109,N,146.09,146.77
1383,M,Single,1,71066,Y,26,7,N,47.98,54.78
1439,F,Single,0,73586,Y,28,61,Y,62.7,63.71
1468,F,Single,0,19501,Y,25,25,N,113.5,114.41
1495,M,Married,1,254751,Y,51,113,N,246.7,247.8
1500,M,Single,0,95521,Y,24,40,Y,62.79,63.5
1511,M,Single,1,19526,Y,22,59,N,43.13,43.13
1523,M,Married,2,46671,N,27,94,N,82.82,83.71
1531,F,Single,0,60924,N,20,32,N,46.18,46.26
1533,F,Single,0,10458,N,21,33,N,48.49,48.77
1540,M,Married,1,51992,Y,38,96,N,172.67,172.78
1554,M,Single,1,33152,Y,21,10,Y,81.37,81.37
1563,M,Married,1,99316,N,35,66,N,88.4,89.39
1616,M,Married,1,75032,Y,43,20,N,147.52,150.47
1643,M,Married,1,21826,Y,32,12,N,117.03,121.78
1663,M,Single,0,94145,Y,27,52,Y,66.43,67.37
1682,M,Married,1,658048,Y,40,4,N,81,93.42
1760,F,Married,1,3893,Y,40,104,N,179.86,180.64
1786,F,Single,2,3601,Y,25,9,Y,83.77,83.77
1790,F,Single,0,59317,Y,30,72,N,42.13,42.37
1814,F,Single,0,38770,N,18,4,Y,106.41,106.41
1844,F,Married,2,4773,N,27,24,N,125.08,125.08
1892,M,Single,1,20852,Y,24,71,N,41.14,41.58
1957,F,Married,0,26768,Y,39,120,N,125.75,126.23
2029,F,Single,0,91357,Y,23,28,N,129.9,132.28
2040,F,Married,1,67842,Y,33,87,N,175.63,175.63
2056,F,Married,0,88861,Y,24,45,N,120.72,120.92
2063,M,Married,0,37715,Y,42,22,N,170.52,171.82
2070,F,Married,1,74738,N,44,16,N,82.66,82.66
2101,F,Married,1,22400,N,51,87,N,116.87,117.42
2125,M,Single,2,58625,N,20,28,Y,100.01,100.01
2130,F,Single,0,82283,Y,25,12,N,41.15,41.5
2150,M,Single,0,427715,Y,21,39,N,44.8,45.89
2161,M,Single,0,31876,N,27,81,Y,81.67,82.51
2266,F,Single,1,386463,Y,22,51,Y,85.95,86.04
2305,M,Married,1,191,N,27,96,N,88.03,88.4
2309,M,Married,2,883936,Y,50,45,N,113.38,113.9
2323,F,Single,0,59344,N,19,24,Y,81.79,83.45
2350,M,Married,2,52743,N,23,27,N,124.1,125.5
2383,M,Married,2,55430,Y,34,43,N,123.22,123.22
2426,F,Married,0,25523,Y,23,18,N,86.96,90.25
2473,M,Married,2,58995,N,27,36,N,147.67,148.09
2514,M,Married,1,53970,Y,42,16,N,125.11,125.11
2521,F,Single,0,168625,N,21,14,N,41.27,44.87
2524,M,Single,1,30272,Y,22,4,Y,68.76,71.41
2560,F,Married,0,41432,N,34,110,N,116.4,116.64
2584,M,Married,0,57997,Y,52,16,N,119.34,119.34
2586,M,Married,0,47047,Y,35,39,N,83.21,84.45
2588,M,Married,3,112414,Y,28,73,N,174.29,175.6
2615,M,Married,1,45464,Y,49,118,N,140.37,140.91
2619,F,Married,0,11416,N,43,19,N,179.64,181.47
2634,F,Married,1,48560,N,54,41,N,148.28,150.1
2658,M,Single,1,65247,Y,18,11,Y,86.08,86.08
2666,F,Married,0,59988,Y,51,106,N,89.58,89.58
2667,M,Married,0,27955,N,24,41,N,172.48,172.48
2698,F,Single,0,26015,Y,18,11,N,43.95,43.95
2738,F,Married,0,70542,N,40,112,N,96.9,97.2
2778,M,Single,0,21063,Y,27,48,N,43.36,43.36
2824,F,Single,1,5694,Y,25,44,Y,109.72,110.22
2831,M,Single,0,69458,Y,43,106,N,43.77,43.77
2872,M,Married,0,4436,N,27,114,N,178.89,179.29
2873,M,Married,1,317557,N,49,63,N,116.63,117.1
2914,F,Married,0,8459,Y,40,106,N,112.69,113.12
2999,F,Married,0,91102,Y,67,65,N,176.84,177.93
3057,F,Married,0,13140,N,40,74,N,112.13,113.44
3072,M,Single,2,57659,N,20,9,Y,100.26,100.26
3115,M,Married,2,66937,Y,25,35,N,83.84,83.84
3118,F,Married,0,84370,Y,36,5,N,145.78,149.69
3136,M,Married,2,94363,N,44,106,N,128.44,128.44
3147,F,Married,8,96623,Y,32,5,N,119.08,122.38
3203,F,Married,2,66134,Y,47,92,N,158.8,158.8
3238,M,Married,0,744990,Y,27,70,N,179.88,180.72
3239,M,Single,0,37037,Y,71,41,Y,103.45,103.54
3242,F,Single,0,58336,Y,66,108,Y,107.32,107.73
3265,F,Single,2,59270,Y,24,3,N,49.67,53.5
3326,F,Married,5,89688,Y,39,6,N,85.43,91
3370,F,Single,0,42383,Y,85,16,Y,84.34,84.34
3449,F,Single,1,62036,Y,18,2,Y,64.06,82.43
3453,F,Single,2,98337,N,28,3,Y,62.44,62.44
3510,F,Single,0,58739,Y,30,34,Y,107.82,108.87
3529,M,Single,0,97026,Y,24,6,Y,105.36,107.51
3647,F,Single,0,19788,Y,29,26,Y,86.24,89.03
3772,M,Single,2,36351,N,30,37,Y,61.91,62.42
3795,F,Single,0,1981,Y,29,4,Y,80.82,80.82
3814,F,Married,1,746445,Y,34,82,N,128.1,128.21
3827,F,Single,1,44024,Y,18,2,N,40.96,45
3829,F,Single,0,413087,N,19,17,Y,84.06,84.31
3872,M,Single,2,79090,Y,19,1,Y,103.75,111.74
3892,M,Single,0,63154,Y,85,90,N,44.55,44.73
3893,F,Single,2,37216,Y,21,5,Y,109.5,109.5
3904,M,Single,0,63394,Y,30,6,N,96.9,101.51
3909,M,Married,7,116603,N,28,61,N,117.02,117.98
3926,M,Married,0,5696,N,23,36,N,99.1,100.17
3938,F,Single,2,804644,N,22,46,Y,81.6,82.77
3993,M,Single,1,48100,Y,24,76,N,44.53,44.63
4026,F,Married,2,14514,N,23,46,N,119.8,120.34
4043,M,Married,8,58838,N,25,51,N,174.71,174.71
4054,F,Married,1,27545,Y,47,97,N,175.62,175.8
4056,F,Single,2,12887,N,26,88,Y,109.21,109.63
4069,F,Single,0,90832,N,38,45,Y,80.64,80.91
4091,F,Married,2,39204,N,50,9,N,88.23,88.73
4115,F,Single,1,86899,Y,19,20,Y,105.72,107.92
4146,F,Married,2,63774,Y,27,65,N,89.74,89.74
4233,F,Single,0,25380,Y,60,72,N,43.65,43.65
4250,M,Single,1,90437,Y,19,24,N,42.79,43.69
4280,M,Single,0,82683,Y,22,30,Y,101.67,102.01
4317,M,Married,6,13362,Y,29,47,N,80.34,81.03
4334,F,Married,0,29494,N,27,98,N,112.95,112.95
4337,F,Single,1,6354,Y,29,66,Y,85.71,85.71
4382,M,Single,0,559876,Y,25,41,N,43.82,43.99
4482,F,Single,0,48412,N,22,47,N,41.36,41.65
4550,M,Married,1,81602,N,75,104,N,115.27,115.77
4556,F,Single,0,86966,Y,26,52,N,47.21,47.62
4606,M,Married,2,96685,N,35,73,N,137.1,137.1
4752,F,Married,0,99287,Y,42,116,N,142.9,143.46
4755,M,Single,1,84394,Y,21,16,Y,109.18,112.61
4756,F,Single,0,51529,N,22,44,Y,108.81,109.19
4777,M,Single,2,59819,Y,21,46,Y,66.37,66.59
4855,M,Single,2,931573,Y,23,44,Y,109,110.04
4875,F,Single,0,57441,Y,70,88,N,44.74,44.77
4923,F,Married,1,57604,Y,52,51,N,175.1,175.37
4945,F,Single,0,33131,Y,28,7,Y,61,64.99
4978,F,Single,0,77408,Y,27,13,Y,89.09,89.09
5005,F,Married,0,462421,N,26,66,N,173.67,174.33
5111,M,Single,0,695657,Y,29,93,Y,100.95,101.39
5124,M,Married,1,76182,N,44,60,N,126.78,127.28
5126,M,Married,0,9597,Y,56,65,N,87.99,88.53
5134,M,Married,0,46244,N,23,71,N,174.83,175.93
5156,M,Married,0,79700,Y,46,93,N,144.58,145.69
5259,M,Single,0,50825,N,30,35,Y,87.07,87.32
5270,F,Single,1,4568,Y,31,2,N,43.72,43.72
5298,F,Married,0,84638,Y,30,77,N,110.29,110.72
5319,M,Married,0,62977,N,26,5,N,88.37,98.5
5356,F,Married,1,88439,N,82,15,N,172.17,172.17
5374,F,Single,2,3193,Y,27,96,Y,86.02,86.41
5386,F,Married,0,87612,N,59,55,N,86.72,86.96
5420,F,Married,0,32518,Y,53,6,N,88.86,89.61
5421,F,Married,2,79373,N,27,46,N,126.12,126.12
5450,F,Married,0,32637,Y,54,72,N,140.33,141
5454,F,Married,2,28992,N,29,113,N,113.63,114.18
5530,F,Single,0,13127,Y,27,76,Y,64.52,65.05
5552,M,Single,1,8813,N,18,9,Y,107.47,108.5
5582,F,Single,0,59532,N,29,46,Y,100.29,101.23
5592,F,Married,1,14598,Y,39,63,N,146.44,147.53
5673,M,Single,1,21611,Y,29,47,Y,67.17,67.39
5690,M,Single,0,91146,Y,24,65,Y,82.43,83.57
5742,M,Married,0,73892,Y,49,27,N,146.82,148.1
5760,M,Married,1,909828,Y,48,106,N,145.57,145.57
5781,M,Married,1,89156,Y,25,76,N,81.85,82.56
5900,F,Married,1,63266,N,44,77,N,124.49,126.26
5933,F,Married,8,87159,N,30,87,N,141.28,142.91
5948,M,Single,2,11453,Y,22,33,Y,65.19,66.47
5994,M,Single,0,82472,N,26,105,N,42.64,42.64
6015,F,Married,2,45294,Y,44,80,N,124.79,124.79
6036,F,Married,0,41944,Y,35,115,N,116.92,116.92
6049,F,Married,1,93256,Y,36,57,N,198.6,199.53
6053,M,Married,0,92571,N,31,105,N,193.1,195.07
6128,F,Single,1,508068,Y,28,31,N,42.45,42.8
6133,F,Single,3,84272,Y,29,2,Y,105.31,135.07
6196,F,Single,0,28929,N,18,12,Y,62.6,66.97
6199,F,Married,1,73162,Y,50,25,N,171.87,172.22
6306,M,Married,0,15870,Y,48,50,N,111.44,112.34
6309,M,Single,0,5720,N,18,3,Y,67.7,67.7
6330,F,Married,2,277546,Y,27,50,N,131.7,132.1
6348,F,Single,2,95308,N,22,24,N,41.73,42.74
6417,F,Married,1,48295,N,48,86,N,119.8,120.36
6450,F,Married,0,33019,Y,48,61,N,172.79,175
6478,F,Single,1,49050,Y,26,87,Y,104.29,104.91
6548,M,Married,0,472820,N,45,87,N,212.8,213.66
6577,F,Single,1,82256,Y,18,5,Y,69.8,69.8
6603,F,Married,1,16152,Y,30,109,N,119.11,119.66
6645,M,Married,0,33904,Y,54,14,N,244.5,244.5
6710,F,Married,2,68449,Y,37,74,N,173.75,175.28
6711,F,Single,0,55975,Y,30,72,N,41.35,41.7
6805,M,Married,2,35044,Y,42,104,N,175.7,176.07
6888,F,Single,0,38614,Y,63,100,Y,87.66,87.66
6891,M,Single,1,95053,N,26,101,Y,86.96,87.84
6935,M,Married,1,2673,N,33,42,N,112.79,113.2
7117,M,Married,0,47157,N,31,75,N,117.17,117.17
7159,M,Single,0,44315,Y,24,23,Y,61.12,61.26
7209,M,Married,1,356052,N,37,1,N,122.62,122.62
7279,M,Married,1,55692,Y,38,42,N,124.49,125.5
7346,F,Single,0,497376,N,29,96,N,49.35,49.83
7348,F,Single,2,19692,Y,24,79,Y,84.2,84.52
7415,F,Single,1,10767,Y,23,62,Y,64.7,65.44
7445,M,Married,0,154356,Y,27,59,N,170.37,171.53
7472,F,Single,0,47149,Y,19,13,Y,107.38,108.4
7491,M,Married,9,46755,Y,43,93,N,113.01,114.22
7492,F,Single,0,616674,Y,30,13,Y,109.56,109.99
7532,F,Single,0,14357,Y,24,33,Y,62.01,62.44
7622,F,Single,1,241,Y,23,11,Y,86.63,88.06
7666,M,Single,0,271808,Y,29,119,Y,80.32,80.61
7674,M,Married,0,46355,Y,37,28,N,115.38,115.38
7677,M,Married,8,46785,N,49,52,N,122.05,122.83
7682,M,Single,2,27395,Y,25,9,N,43.48,46.15
7722,F,Single,1,38583,Y,27,67,N,41.84,42
7736,M,Married,0,47608,Y,42,16,N,121.17,121.55
7771,F,Single,0,80003,Y,19,5,Y,108.01,120
7783,M,Married,0,32096,N,27,80,N,172.8,173.66
7847,M,Single,0,1244,N,20,13,Y,82.35,85.34
7849,M,Single,0,69876,N,77,83,N,48.58,48.61
7851,M,Married,0,81237,Y,28,83,N,161.5,162.12
7925,F,Single,0,46904,Y,20,15,Y,107,107.26
7937,M,Married,1,26131,N,43,115,N,117.69,118.37
7951,M,Married,2,66257,Y,50,23,N,141.1,142.33
7952,F,Married,1,88885,Y,47,27,N,84.34,84.84
